"LYON ST EXUPERY, FR (FR069029001)"
Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches)
1922-10-07,,57,48,0.19,,
1922-10-08,,50,46,0.00,,
1922-10-09,,52,46,0.11,,
1922-10-10,,54,46,0.00,,
1922-10-11,,51,41,0.00,,
1922-10-12,,59,36,0.00,,
1922-10-13,,58,31,0.00,,
1922-10-14,,56,33,0.00,,
1922-10-15,,65,32,0.00,,
1922-10-16,,64,34,0.00,,
1922-10-17,,66,34,0.00,,
1922-10-18,,49,36,0.46,,
1922-10-19,,55,43,0.07,,
1922-10-20,,63,45,0.00,,
1922-10-21,,51,47,0.20,,
1922-10-22,,47,41,0.45,,
1922-10-23,,47,41,0.26,,
1922-10-24,,45,41,0.00,,
1922-10-25,,46,38,0.07,,
1922-10-26,,46,38,0.01,,
1922-10-27,,54,38,0.01,,
1922-10-28,,46,38,0.00,,
1922-10-29,,63,38,0.66,,
1922-10-30,,55,38,0.29,,
1922-10-31,,53,47,0.12,,
1922-11-01,,51,29,0.25,,
1922-11-02,,53,29,0.17,,
1922-11-03,,56,43,0.61,,
1922-11-04,,54,44,0.09,,
1922-11-05,,49,30,0.00,,
1922-11-06,,49,27,0.15,,
1922-11-07,,58,38,0.00,,
1922-11-08,,58,42,0.48,,
1922-11-09,,54,42,0.00,,
1922-11-10,,46,37,0.00,,
1922-11-11,,45,32,0.02,,
1922-11-12,,40,36,0.00,,
1922-11-13,,43,36,0.00,,
1922-11-14,,39,34,0.00,,
1922-11-15,,38,35,0.00,,
1922-11-16,,44,31,0.00,,
1922-11-17,,44,25,0.00,,
1922-11-18,,41,25,0.01,,
1922-11-19,,46,34,0.00,,
1922-11-20,,46,27,0.00,,
1922-11-21,,43,27,0.00,,
1922-11-22,,44,27,0.00,,
1922-11-23,,53,27,0.00,,
1922-11-24,,44,27,0.00,,
1922-11-25,,45,31,0.00,,
1922-11-26,,44,22,0.14,,
1922-11-27,,38,21,0.00,,
1922-11-28,,38,30,0.21,,
1922-11-29,,43,32,0.06,,
1922-11-30,,49,32,0.00,,
1922-12-01,,46,39,0.00,,
1922-12-02,,45,31,0.00,,
1922-12-03,,42,34,0.00,,
1922-12-04,,44,35,0.00,,
1922-12-05,,41,32,0.00,,
1922-12-06,,44,35,0.02,,
1922-12-07,,45,37,0.04,,
1922-12-08,,44,36,0.07,,
1922-12-09,,37,26,0.00,,
1922-12-10,,40,27,0.00,,
1922-12-11,,38,28,0.00,,
1922-12-12,,38,31,0.00,,
1922-12-13,,30,28,0.00,,
1922-12-14,,42,23,0.00,,
1922-12-15,,50,23,0.00,,
1922-12-16,,47,25,0.00,,
1922-12-17,,48,25,0.07,,
1922-12-18,,50,30,0.39,,
1922-12-19,,51,45,0.02,,
1922-12-20,,52,41,0.49,,
1922-12-21,,48,34,0.00,,
1922-12-22,,51,28,0.56,,
1922-12-23,,43,35,0.11,,
1922-12-24,,47,31,0.00,,
1922-12-25,,42,29,0.00,,
1922-12-26,,35,30,0.00,,
1922-12-27,,48,29,0.01,,
1922-12-28,,49,29,0.02,,
1922-12-29,,51,36,0.08,,
1922-12-30,,54,41,0.63,,
1922-12-31,,51,43,0.06,,
1923-01-01,,47,37,0.00,,
1923-01-02,,41,30,0.00,,
1923-01-03,,41,30,0.26,,
1923-01-04,,45,33,0.00,,
1923-01-05,,41,34,0.00,,
1923-01-06,,41,27,0.01,,
1923-01-07,,41,36,0.02,,
1923-01-08,,41,35,0.13,,
1923-01-09,,45,38,0.01,,
1923-01-10,,47,34,0.19,,
1923-01-11,,41,31,0.05,,
1923-01-12,,38,34,0.00,,
1923-01-13,,41,32,0.00,,
1923-01-14,,40,27,0.03,,
1923-01-15,,40,32,0.02,,
1923-01-16,,37,36,0.15,,
1923-01-17,,37,30,0.00,,
1923-01-18,,36,25,0.00,,
1923-01-19,,35,25,0.00,,
1923-01-20,,35,23,0.34,,
1923-01-21,,36,32,0.00,,
1923-01-22,,36,25,0.01,,
1923-01-23,,37,14,0.02,,
1923-01-24,,35,24,0.00,,
1923-01-25,,31,17,0.00,,
1923-01-26,,33,27,0.00,,
1923-01-27,,33,27,0.00,,
1923-01-28,,37,30,0.01,,
1923-01-29,,37,33,0.03,,
1923-01-30,,40,32,0.09,,
1923-01-31,,44,35,0.00,,
1923-02-01,,49,34,0.00,,
1923-02-02,,47,39,0.00,,
1923-02-03,,45,40,0.01,,
1923-02-04,,44,38,0.00,,
1923-02-05,,49,40,0.00,,
1923-02-06,,54,31,0.01,,
1923-02-07,,54,30,0.01,,
1923-02-08,,55,44,0.57,,
1923-02-09,,56,40,0.00,,
1923-02-10,,51,27,0.31,,
1923-02-11,,44,40,0.44,,
1923-02-12,,51,39,0.01,,
1923-02-13,,43,35,0.46,,
1923-02-14,,44,37,0.00,,
1923-02-15,,55,35,0.03,,
1923-02-16,,54,36,0.02,,
1923-02-17,,48,34,0.24,,
1923-02-18,,52,39,0.38,,
1923-02-19,,48,39,0.11,,
1923-02-20,,49,29,0.00,,
1923-02-21,,44,28,0.03,,
1923-02-22,,53,37,0.14,,
1923-02-23,,51,34,0.00,,
1923-02-24,,52,34,0.04,,
1923-02-25,,51,44,0.02,,
1923-02-26,,47,38,0.47,,
1923-02-27,,53,42,0.00,,
1923-02-28,,53,40,0.06,,
1923-03-01,,47,42,0.40,,
1923-03-02,,54,43,0.12,,
1923-03-03,,52,42,0.17,,
1923-03-04,,45,38,0.06,,
1923-03-05,,40,36,0.00,,
1923-03-06,,50,37,0.09,,
1923-03-07,,52,35,0.17,,
1923-03-08,,47,39,0.60,,
1923-03-09,,46,37,0.04,,
1923-03-10,,48,37,0.00,,
1923-03-11,,47,35,0.00,,
1923-03-12,,49,33,0.00,,
1923-03-13,,49,33,0.00,,
1923-03-14,,43,37,0.00,,
1923-03-15,,48,36,0.00,,
1923-03-16,,57,30,0.00,,
1923-03-17,,61,30,0.00,,
1923-03-18,,61,30,0.05,,
1923-03-19,,52,41,0.01,,
1923-03-20,,57,41,0.21,,
1923-03-21,,52,43,0.03,,
1923-03-22,,61,46,0.00,,
1923-03-23,,63,42,0.00,,
1923-03-24,,66,46,0.00,,
1923-03-25,,67,40,0.00,,
1923-03-26,,68,43,0.00,,
1923-03-27,,67,42,0.00,,
1923-03-28,,62,41,0.02,,
1923-03-29,,54,46,0.01,,
1923-03-30,,57,42,0.00,,
1923-03-31,,64,32,0.00,,
1923-04-01,,63,43,0.00,,
1923-04-02,,67,36,0.00,,
1923-04-03,,68,44,0.00,,
1923-04-04,,68,43,0.00,,
1923-04-05,,58,46,0.00,,
1923-04-06,,63,42,0.00,,
1923-04-07,,62,44,0.00,,
1923-04-08,,62,36,0.00,,
1923-04-09,,54,31,0.00,,
1923-04-10,,68,30,0.00,,
1923-04-11,,70,43,0.07,,
1923-04-12,,66,52,0.23,,
1923-04-13,,61,45,0.26,,
1923-04-14,,51,43,0.28,,
1923-04-15,,56,36,0.11,,
1923-04-16,,59,42,0.07,,
1923-04-17,,59,44,0.00,,
1923-04-18,,61,36,0.06,,
1923-04-19,,62,42,0.00,,
1923-04-20,,64,43,0.17,,
1923-04-21,,54,49,0.40,,
1923-04-22,,64,46,0.00,,
1923-04-23,,60,48,0.06,,
1923-04-24,,57,43,0.00,,
1923-04-25,,63,32,0.00,,
1923-04-26,,65,37,0.20,,
1923-04-27,,51,46,0.13,,
1923-04-28,,60,41,0.00,,
1923-04-29,,62,38,0.00,,
1923-04-30,,63,46,0.00,,
1923-05-01,,75,37,0.00,,
1923-05-02,,78,43,0.00,,
1923-05-03,,78,45,0.00,,
1923-05-04,,79,49,0.00,,
1923-05-05,,80,45,0.00,,
1923-05-06,,81,55,0.00,,
1923-05-07,,80,55,0.00,,
1923-05-08,,77,54,0.00,,
1923-05-09,,69,59,0.30,,
1923-05-10,,59,46,0.08,,
1923-05-11,,60,37,0.00,,
1923-05-12,,55,44,0.09,,
1923-05-13,,64,34,0.06,,
1923-05-14,,61,50,0.61,,
1923-05-15,,63,33,0.00,,
1923-05-16,,57,48,0.19,,
1923-05-17,,60,34,0.06,,
1923-05-18,,56,43,0.00,,
1923-05-19,,60,33,0.00,,
1923-05-20,,68,44,0.00,,
1923-05-21,,72,49,0.01,,
1923-05-22,,69,51,0.00,,
1923-05-23,,74,42,0.00,,
1923-05-24,,73,51,0.36,,
1923-05-25,,61,54,0.52,,
1923-05-26,,56,49,0.16,,
1923-05-27,,59,38,1.61,,
1923-05-28,,62,45,0.04,,
1923-05-29,,60,41,0.05,,
1923-05-30,,64,49,0.00,,
1923-05-31,,68,45,0.01,,
1923-06-01,,74,51,0.00,,
1923-06-02,,76,48,0.00,,
1923-06-03,,75,48,0.02,,
1923-06-04,,66,52,0.11,,
1923-06-05,,57,47,0.00,,
1923-06-06,,62,37,0.04,,
1923-06-07,,64,47,0.00,,
1923-06-08,,70,41,0.00,,
1923-06-09,,76,44,0.00,,
1923-06-10,,80,47,0.00,,
1923-06-11,,74,51,0.00,,
1923-06-12,,67,51,0.00,,
1923-06-13,,61,44,0.09,,
1923-06-14,,62,53,0.01,,
1923-06-15,,65,46,0.08,,
1923-06-16,,68,51,0.04,,
1923-06-17,,56,48,0.08,,
1923-06-18,,57,44,0.00,,
1923-06-19,,65,41,0.00,,
1923-06-20,,59,45,0.35,,
1923-06-21,,63,48,0.00,,
1923-06-22,,68,39,0.00,,
1923-06-23,,74,56,0.00,,
1923-06-24,,78,55,0.00,,
1923-06-25,,81,60,0.00,,
1923-06-26,,63,58,0.00,,
1923-06-27,,65,44,0.00,,
1923-06-28,,70,44,0.00,,
1923-06-29,,72,45,0.00,,
1923-06-30,,75,49,0.00,,
1923-07-01,,82,45,0.00,,
1923-07-02,,78,54,0.00,,
1923-07-03,,78,59,0.00,,
1923-07-04,,83,52,0.00,,
1923-07-05,,90,54,0.00,,
1923-07-06,,93,58,0.00,,
1923-07-07,,92,63,0.00,,
1923-07-08,,85,60,0.07,,
1923-07-09,,85,65,0.01,,
1923-07-10,,89,62,0.00,,
1923-07-11,,93,63,0.00,,
1923-07-12,,90,61,0.00,,
1923-07-13,,87,66,0.00,,
1923-07-14,,94,68,0.00,,
1923-07-15,,90,68,0.08,,
1923-07-16,,81,64,0.00,,
1923-07-17,,84,63,0.00,,
1923-07-18,,75,63,0.00,,
1923-07-19,,78,56,0.00,,
1923-07-20,,81,54,0.00,,
1923-07-21,,86,57,0.00,,
1923-07-22,,88,65,0.00,,
1923-07-23,,87,60,0.00,,
1923-07-24,,87,57,0.00,,
1923-07-25,,85,67,0.00,,
1923-07-26,,81,65,0.00,,
1923-07-27,,80,62,0.00,,
1923-07-28,,84,52,0.00,,
1923-07-29,,78,60,0.00,,
1923-07-30,,85,61,0.00,,
1923-07-31,,89,61,0.08,,
1923-08-01,,81,65,0.00,,
1923-08-02,,87,49,0.01,,
1923-08-03,,86,64,0.00,,
1923-08-04,,84,58,0.00,,
1923-08-05,,89,51,0.00,,
1923-08-06,,95,53,0.00,,
1923-08-07,,95,60,0.00,,
1923-08-08,,96,62,0.00,,
1923-08-09,,99,59,0.00,,
1923-08-10,,97,59,0.00,,
1923-08-11,,92,69,0.00,,
1923-08-12,,93,64,0.00,,
1923-08-13,,91,61,0.00,,
1923-08-14,,94,58,0.00,,
1923-08-15,,97,61,0.00,,
1923-08-16,,77,63,0.00,,
1923-08-17,,80,55,0.00,,
1923-08-18,,85,47,0.00,,
1923-08-19,,76,60,0.00,,
1923-08-20,,80,49,0.00,,
1923-08-21,,93,51,0.88,,
1923-08-22,,72,64,0.12,,
1923-08-23,,81,54,0.00,,
1923-08-24,,72,59,1.04,,
1923-08-25,,69,54,0.00,,
1923-08-26,,78,50,0.00,,
1923-08-27,,82,54,0.03,,
1923-08-28,,71,52,0.00,,
1923-08-29,,78,46,0.00,,
1923-08-30,,72,,0.06,,
1923-08-31,,,52,0.66,,
1923-09-01,,68,50,0.02,,
1923-09-02,,69,44,0.00,,
1923-09-03,,71,51,0.00,,
1923-09-04,,69,49,0.00,,
1923-09-05,,67,48,0.00,,
1923-09-06,,72,50,0.00,,
1923-09-07,,74,51,0.00,,
1923-09-08,,75,52,0.00,,
1923-09-09,,82,50,0.00,,
1923-09-10,,78,54,0.00,,
1923-09-11,,84,50,0.00,,
1923-09-12,,85,49,0.00,,
1923-09-13,,82,51,0.00,,
1923-09-14,,79,52,0.38,,
1923-09-15,,70,58,0.18,,
1923-09-16,,59,55,0.95,,
1923-09-17,,71,56,0.02,,
1923-09-18,,66,56,0.05,,
1923-09-19,,64,46,0.01,,
1923-09-20,,63,52,0.04,,
1923-09-21,,66,53,0.19,,
1923-09-22,,71,47,0.00,,
1923-09-23,,68,56,0.89,,
1923-09-24,,66,42,0.00,,
1923-09-25,,69,40,0.00,,
1923-09-26,,67,50,0.00,,
1923-09-27,,70,42,0.00,,
1923-09-28,,76,44,0.00,,
1923-09-29,,75,47,0.00,,
1923-09-30,,74,48,0.00,,
1923-10-01,,82,47,0.00,,
1923-10-02,,71,53,0.08,,
1923-10-03,,66,,0.06,,
1923-10-04,,,44,0.43,,
1923-10-05,,50,43,0.11,,
1923-10-06,,58,41,0.00,,
1923-10-07,,56,40,0.07,,
1923-10-08,,54,49,0.26,,
1923-10-09,,63,47,0.01,,
1923-10-10,,71,54,0.00,,
1923-10-11,,69,56,0.00,,
1923-10-12,,73,45,0.00,,
1923-10-13,,63,58,1.08,,
1923-10-14,,58,40,0.00,,
1923-10-15,,59,33,0.00,,
1923-10-16,,58,41,0.00,,
1923-10-17,,58,33,0.00,,
1923-10-18,,65,34,0.00,,
1923-10-19,,69,56,0.00,,
1923-10-20,,66,62,0.00,,
1923-10-21,,68,63,1.24,,
1923-10-22,,62,59,0.02,,
1923-10-23,,66,53,0.00,,
1923-10-24,,67,62,0.00,,
1923-10-25,,74,62,0.00,,
1923-10-26,,70,59,0.50,,
1923-10-27,,72,49,0.07,,
1923-10-28,,63,56,2.62,,
1923-10-29,,57,50,0.00,,
1923-10-30,,66,45,0.00,,
1923-10-31,,66,46,0.00,,
1923-11-01,,59,47,0.00,,
1923-11-02,,59,52,0.03,,
1923-11-03,,55,41,0.00,,
1923-11-04,,57,39,0.03,,
1923-11-05,,55,45,0.02,,
1923-11-06,,53,42,0.50,,
1923-11-07,,49,43,0.00,,
1923-11-08,,44,31,0.00,,
1923-11-09,,42,24,0.12,,
1923-11-10,,44,37,0.00,,
1923-11-11,,44,31,0.02,,
1923-11-12,,47,33,0.12,,
1923-11-13,,60,41,0.09,,
1923-11-14,,59,40,0.06,,
1923-11-15,,52,34,0.11,,
1923-11-16,,55,43,0.09,,
1923-11-17,,59,47,0.06,,
1923-11-18,,50,33,0.31,,
1923-11-19,,45,32,0.03,,
1923-11-20,,47,29,0.00,,
1923-11-21,,49,25,0.00,,
1923-11-22,,46,22,0.00,,
1923-11-23,,39,25,0.01,,
1923-11-24,,40,35,0.00,,
1923-11-25,,36,34,0.98,,
1923-11-26,,35,32,0.81,,
1923-11-27,,39,33,0.02,,
1923-11-28,,63,35,0.87,,
1923-11-29,,47,33,0.51,,
1923-11-30,,41,33,1.16,,
1923-12-01,,37,34,0.14,,
1923-12-02,,42,28,0.15,,
1923-12-03,,48,34,0.00,,
1923-12-04,,46,30,0.02,,
1923-12-05,,48,41,0.01,,
1923-12-06,,48,38,0.00,,
1923-12-07,,37,36,0.00,,
1923-12-08,,50,31,0.01,,
1923-12-09,,47,43,1.43,,
1923-12-10,,43,38,0.01,,
1923-12-11,,41,40,0.00,,
1923-12-12,,38,,0.00,,
1923-12-13,,,33,0.00,,
1923-12-14,,36,32,0.00,,
1923-12-15,,39,33,0.03,,
1923-12-16,,40,33,0.00,,
1923-12-17,,42,32,0.01,,
1923-12-18,,45,37,0.10,,
1923-12-19,,42,,0.09,,
1923-12-20,,,29,0.10,,
1923-12-21,,32,22,0.14,,
1923-12-22,,44,27,0.50,,
1923-12-23,,50,28,0.09,,
1923-12-24,,46,35,0.40,,
1923-12-25,,42,35,0.00,,
1923-12-26,,50,28,0.35,,
1923-12-27,,54,42,0.19,,
1923-12-28,,52,,0.24,,
1923-12-29,,,32,0.01,,
1923-12-30,,34,30,0.43,,
1923-12-31,,32,30,0.00,,
1924-01-01,,30,21,0.50,,
1924-01-02,,35,29,0.14,,
1924-01-03,,38,32,0.23,,
1924-01-04,,37,33,0.04,,
1924-01-05,,33,30,0.00,,
1924-01-06,,36,21,0.00,,
1924-01-07,,43,18,0.00,,
1924-01-08,,43,26,0.08,,
1924-01-09,,49,37,0.04,,
1924-01-10,,52,40,0.02,,
1924-01-11,,55,42,0.00,,
1924-01-12,,49,28,0.00,,
1924-01-13,,52,30,0.00,,
1924-01-14,,51,40,0.00,,
1924-01-15,,53,34,0.00,,
1924-01-16,,43,34,0.00,,
1924-01-17,,51,36,0.01,,
1924-01-18,,57,31,0.00,,
1924-01-19,,55,38,0.11,,
1924-01-20,,50,36,0.03,,
1924-01-21,,51,30,0.00,,
1924-01-22,,50,32,0.00,,
1924-01-23,,47,34,0.00,,
1924-01-24,,40,31,0.00,,
1924-01-25,,43,35,0.00,,
1924-01-26,,41,30,0.00,,
1924-01-27,,37,27,0.00,,
1924-01-28,,42,27,0.01,,
1924-01-29,,38,29,0.00,,
1924-01-30,,39,25,0.00,,
1924-01-31,,39,18,0.00,,
1924-02-01,,39,17,0.00,,
1924-02-02,,42,21,0.00,,
1924-02-03,,42,29,0.00,,
1924-02-04,,43,31,0.00,,
1924-02-05,,47,33,0.02,,
1924-02-06,,45,34,0.04,,
1924-02-07,,45,35,0.03,,
1924-02-08,,42,33,0.00,,
1924-02-09,,52,27,0.03,,
1924-02-10,,54,46,0.01,,
1924-02-11,,48,32,0.02,,
1924-02-12,,55,39,0.55,,
1924-02-13,,40,35,0.29,,
1924-02-14,,37,,0.00,,
1924-02-15,,,27,0.00,,
1924-02-16,,32,27,0.00,,
1924-02-17,,34,29,0.00,,
1924-02-18,,30,29,0.00,,
1924-02-19,,33,29,0.00,,
1924-02-20,,39,21,0.00,,
1924-02-21,,41,20,0.00,,
1924-02-22,,41,21,0.00,,
1924-02-23,,36,29,0.00,,
1924-02-24,,39,24,0.02,,
1924-02-25,,39,30,0.05,,
1924-02-26,,37,30,0.02,,
1924-02-27,,30,24,0.00,,
1924-02-28,,31,25,0.10,,
1924-02-29,,35,24,0.02,,
1924-03-01,,49,28,0.00,,
1924-03-02,,52,34,0.02,,
1924-03-03,,48,38,0.00,,
1924-03-04,,51,26,0.00,,
1924-03-05,,50,44,0.11,,
1924-03-06,,46,39,0.00,,
1924-03-07,,49,30,0.00,,
1924-03-08,,47,28,0.00,,
1924-03-09,,48,26,0.00,,
1924-03-10,,57,26,0.00,,
1924-03-11,,56,28,0.00,,
1924-03-12,,57,28,0.00,,
1924-03-13,,55,27,0.00,,
1924-03-14,,56,31,0.00,,
1924-03-15,,55,26,0.00,,
1924-03-16,,61,27,0.00,,
1924-03-17,,58,26,0.00,,
1924-03-18,,52,26,0.00,,
1924-03-19,,58,22,0.00,,
1924-03-20,,60,44,0.69,,
1924-03-21,,54,46,0.36,,
1924-03-22,,64,46,0.00,,
1924-03-23,,56,43,0.37,,
1924-03-24,,65,45,0.08,,
1924-03-25,,62,52,0.18,,
1924-03-26,,65,52,0.00,,
1924-03-27,,63,44,0.00,,
1924-03-28,,61,48,0.00,,
1924-03-29,,63,46,0.00,,
1924-03-30,,55,48,0.00,,
1924-03-31,,51,41,0.00,,
1924-04-01,,47,38,0.00,,
1924-04-02,,48,39,0.00,,
1924-04-03,,43,39,0.00,,
1924-04-04,,50,38,0.00,,
1924-04-05,,58,33,0.27,,
1924-04-06,,56,45,0.02,,
1924-04-07,,60,45,0.00,,
1924-04-08,,61,35,0.00,,
1924-04-09,,57,39,0.05,,
1924-04-10,,54,35,0.03,,
1924-04-11,,52,35,0.00,,
1924-04-12,,54,35,0.02,,
1924-04-13,,61,42,0.01,,
1924-04-14,,65,43,0.00,,
1924-04-15,,65,47,0.00,,
1924-04-16,,63,53,0.00,,
1924-04-17,,58,29,0.00,,
1924-04-18,,62,34,0.00,,
1924-04-19,,63,28,0.00,,
1924-04-20,,66,43,0.00,,
1924-04-21,,70,43,0.00,,
1924-04-22,,74,44,0.00,,
1924-04-23,,81,52,0.00,,
1924-04-24,,66,53,0.03,,
1924-04-25,,76,45,0.00,,
1924-04-26,,74,53,0.19,,
1924-04-27,,67,42,0.00,,
1924-04-28,,67,43,0.00,,
1924-04-29,,65,55,0.51,,
1924-04-30,,68,54,0.00,,
1924-05-01,,63,45,0.00,,
1924-05-02,,71,50,0.10,,
1924-05-03,,70,55,0.00,,
1924-05-04,,66,44,0.00,,
1924-05-05,,68,46,0.09,,
1924-05-06,,55,44,0.15,,
1924-05-07,,58,47,1.74,,
1924-05-08,,58,45,0.00,,
1924-05-09,,55,39,0.00,,
1924-05-10,,64,36,0.00,,
1924-05-11,,58,44,0.05,,
1924-05-12,,70,50,0.00,,
1924-05-13,,78,45,0.00,,
1924-05-14,,79,48,0.00,,
1924-05-15,,82,50,0.00,,
1924-05-16,,76,56,0.04,,
1924-05-17,,76,52,0.00,,
1924-05-18,,83,54,0.00,,
1924-05-19,,81,53,0.00,,
1924-05-20,,82,61,0.00,,
1924-05-21,,79,54,0.00,,
1924-05-22,,81,55,0.17,,
1924-05-23,,74,63,0.00,,
1924-05-24,,69,54,1.64,,
1924-05-25,,58,48,0.02,,
1924-05-26,,66,50,0.00,,
1924-05-27,,69,49,0.00,,
1924-05-28,,73,48,0.00,,
1924-05-29,,74,55,0.01,,
1924-05-30,,79,47,0.00,,
1924-05-31,,80,56,0.00,,
1924-06-01,,80,55,0.39,,
1924-06-02,,72,56,0.00,,
1924-06-03,,72,51,0.00,,
1924-06-04,,73,51,0.02,,
1924-06-05,,72,56,0.00,,
1924-06-06,,74,51,0.00,,
1924-06-07,,84,47,0.00,,
1924-06-08,,77,60,0.00,,
1924-06-09,,72,47,0.00,,
1924-06-10,,78,44,0.00,,
1924-06-11,,74,48,0.03,,
1924-06-12,,71,51,0.15,,
1924-06-13,,63,52,0.91,,
1924-06-14,,59,53,0.00,,
1924-06-15,,66,51,0.00,,
1924-06-16,,74,45,0.00,,
1924-06-17,,80,52,0.00,,
1924-06-18,,82,50,0.08,,
1924-06-19,,83,61,0.20,,
1924-06-20,,67,60,0.12,,
1924-06-21,,71,53,0.00,,
1924-06-22,,69,52,0.00,,
1924-06-23,,70,53,0.00,,
1924-06-24,,77,55,0.00,,
1924-06-25,,80,54,0.00,,
1924-06-26,,82,54,0.00,,
1924-06-27,,88,52,0.00,,
1924-06-28,,85,67,0.00,,
1924-06-29,,84,54,0.00,,
1924-06-30,,86,60,0.06,,
1924-07-01,,82,60,0.00,,
1924-07-02,,82,61,0.00,,
1924-07-03,,89,57,0.00,,
1924-07-04,,90,64,0.68,,
1924-07-05,,75,61,0.03,,
1924-07-06,,74,60,0.04,,
1924-07-07,,78,53,0.00,,
1924-07-08,,82,51,0.00,,
1924-07-09,,80,58,0.03,,
1924-07-10,,80,58,0.00,,
1924-07-11,,86,52,0.00,,
1924-07-12,,92,55,0.00,,
1924-07-13,,97,59,0.00,,
1924-07-14,,86,67,0.00,,
1924-07-15,,92,57,0.00,,
1924-07-16,,92,60,0.01,,
1924-07-17,,81,66,0.00,,
1924-07-18,,77,66,0.00,,
1924-07-19,,78,48,0.00,,
1924-07-20,,87,48,0.01,,
1924-07-21,,90,65,0.01,,
1924-07-22,,68,64,1.87,,
1924-07-23,,71,58,0.00,,
1924-07-24,,75,55,0.01,,
1924-07-25,,72,56,0.04,,
1924-07-26,,75,59,0.05,,
1924-07-27,,68,57,0.00,,
1924-07-28,,80,47,0.78,,
1924-07-29,,69,56,0.74,,
1924-07-30,,69,54,0.00,,
1924-07-31,,75,53,0.00,,
1924-08-01,,81,54,0.02,,
1924-08-02,,76,59,0.02,,
1924-08-03,,73,55,0.00,,
1924-08-04,,74,52,0.00,,
1924-08-05,,78,62,0.00,,
1924-08-06,,84,58,0.00,,
1924-08-07,,88,59,0.54,,
1924-08-08,,67,53,0.00,,
1924-08-09,,68,49,0.00,,
1924-08-10,,76,46,0.00,,
1924-08-11,,83,51,0.05,,
1924-08-12,,77,62,0.52,,
1924-08-13,,65,58,0.63,,
1924-08-14,,68,54,0.03,,
1924-08-15,,72,49,0.00,,
1924-08-16,,64,52,1.22,,
1924-08-17,,72,55,0.00,,
1924-08-18,,75,54,0.02,,
1924-08-19,,69,51,0.00,,
1924-08-20,,63,51,0.04,,
1924-08-21,,70,45,0.17,,
1924-08-22,,59,50,0.52,,
1924-08-23,,70,51,0.06,,
1924-08-24,,70,54,0.02,,
1924-08-25,,64,51,0.07,,
1924-08-26,,69,43,0.00,,
1924-08-27,,66,46,0.17,,
1924-08-28,,66,48,0.00,,
1924-08-29,,64,47,0.02,,
1924-08-30,,76,52,0.00,,
1924-08-31,,78,54,0.03,,
1924-09-01,,76,58,0.00,,
1924-09-02,,72,53,0.00,,
1924-09-03,,68,52,0.00,,
1924-09-04,,69,52,0.02,,
1924-09-05,,73,44,0.00,,
1924-09-06,,74,46,0.15,,
1924-09-07,,77,57,0.02,,
1924-09-08,,75,64,0.00,,
1924-09-09,,82,,0.00,,
1924-09-10,,,58,0.00,,
1924-09-11,,65,45,0.00,,
1924-09-12,,70,40,0.00,,
1924-09-13,,77,41,0.00,,
1924-09-14,,78,49,0.65,,
1924-09-15,,69,57,0.00,,
1924-09-16,,69,41,0.00,,
1924-09-17,,75,44,0.00,,
1924-09-18,,83,46,0.00,,
1924-09-19,,81,49,0.00,,
1924-09-20,,80,54,0.00,,
1924-09-21,,78,62,0.00,,
1924-09-22,,74,,0.43,,
1924-09-23,,,54,1.24,,
1924-09-24,,58,54,0.20,,
1924-09-25,,63,40,0.09,,
1924-09-26,,58,53,0.52,,
1924-09-27,,63,51,0.19,,
1924-09-28,,63,49,0.00,,
1924-09-29,,69,45,0.00,,
1924-09-30,,69,43,0.76,,
1924-10-01,,50,47,1.11,,
1924-10-02,,51,46,0.01,,
1924-10-03,,64,46,0.19,,
1924-10-04,,54,51,1.55,,
1924-10-05,,63,45,0.02,,
1924-10-06,,63,51,0.01,,
1924-10-07,,67,39,0.00,,
1924-10-08,,68,53,0.00,,
1924-10-09,,65,47,0.00,,
1924-10-10,,68,38,0.00,,
1924-10-11,,71,38,0.00,,
1924-10-12,,71,42,0.00,,
1924-10-13,,70,43,0.00,,
1924-10-14,,71,40,0.00,,
1924-10-15,,63,40,0.00,,
1924-10-16,,65,44,0.00,,
1924-10-17,,64,43,0.00,,
1924-10-18,,49,46,0.00,,
1924-10-19,,60,45,0.00,,
1924-10-20,,58,37,0.00,,
1924-10-21,,63,37,0.01,,
1924-10-22,,61,44,0.30,,
1924-10-23,,46,44,0.43,,
1924-10-24,,50,44,0.02,,
1924-10-25,,62,44,0.00,,
1924-10-26,,63,49,0.05,,
1924-10-27,,65,49,0.07,,
1924-10-28,,66,41,0.02,,
1924-10-29,,66,48,0.49,,
1924-10-30,,64,51,0.05,,
1924-10-31,,62,52,0.00,,
1924-11-01,,64,57,0.00,,
1924-11-02,,73,48,0.00,,
1924-11-03,,70,42,0.00,,
1924-11-04,,54,50,0.00,,
1924-11-05,,58,47,0.00,,
1924-11-06,,54,43,0.00,,
1924-11-07,,49,44,0.00,,
1924-11-08,,48,41,0.00,,
1924-11-09,,53,34,0.00,,
1924-11-10,,60,32,0.00,,
1924-11-11,,52,36,0.00,,
1924-11-12,,45,38,0.00,,
1924-11-13,,47,43,0.00,,
1924-11-14,,47,39,0.00,,
1924-11-15,,52,33,0.19,,
1924-11-16,,47,,0.00,,
